date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2020-06-20,Marin,County,260800.0,29.0,1540.0,0.0,27.0,449.0,31044.0,27.0,1577.0,50.0,879.0,0.0,17.0,806.0,18135.0
2020-06-20,Mariposa,County,17795.0,1.0,22.0,0.0,1.0,28.0,1923.0,0.0,17.0,0.0,18.0,0.0,1.0,66.0,1255.0
2020-06-20,Mendocino,County,88439.0,1.0,68.0,0.0,1.0,153.0,7423.0,1.0,94.0,0.0,48.0,0.0,0.0,183.0,4098.0
2020-06-20,Merced,County,287420.0,43.0,1020.0,0.0,17.0,112.0,14540.0,7.0,894.0,37.0,566.0,0.0,8.0,283.0,9421.0
2020-06-20,Modoc,County,9475.0,0.0,1.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,356.0
2020-06-20,Mono,County,13961.0,0.0,44.0,0.0,1.0,7.0,1290.0,0.0,52.0,0.0,34.0,0.0,1.0,61.0,1185.0
2020-06-20,Monterey,County,448732.0,30.0,1603.0,0.0,18.0,587.0,28208.0,57.0,1653.0,22.0,1181.0,0.0,12.0,626.0,17391.0
2020-06-20,Napa,County,139652.0,10.0,312.0,0.0,5.0,335.0,19101.0,6.0,311.0,3.0,212.0,0.0,3.0,408.0,17821.0
2020-06-20,Nevada,County,98710.0,3.0,111.0,0.0,1.0,142.0,7418.0,2.0,70.0,2.0,73.0,0.0,1.0,175.0,4039.0
2020-06-20,Orange,County,3228519.0,522.0,15848.0,7.0,776.0,3725.0,219438.0,529.0,17301.0,312.0,10284.0,13.0,273.0,5322.0,146662.0
2020-06-20,Out of state,County,,,,,,,,,,,,,,315.0,11004.0
2020-06-20,Placer,County,400434.0,17.0,623.0,0.0,11.0,236.0,24385.0,14.0,702.0,19.0,483.0,0.0,9.0,551.0,15188.0
2020-06-20,Plumas,County,18997.0,0.0,6.0,0.0,0.0,2.0,1284.0,0.0,6.0,1.0,6.0,0.0,0.0,38.0,640.0
2020-06-20,Riverside,County,2468145.0,407.0,17535.0,13.0,586.0,3605.0,216135.0,447.0,19015.0,311.0,13021.0,4.0,402.0,4319.0,133910.0
2020-06-20,Sacramento,County,1567975.0,84.0,2708.0,2.0,88.0,1188.0,93436.0,63.0,2956.0,93.0,2069.0,-1.0,63.0,2197.0,61511.0
2020-06-20,San Benito,County,64022.0,1.0,217.0,0.0,3.0,69.0,5088.0,2.0,245.0,3.0,139.0,0.0,2.0,97.0,5028.0
2020-06-20,San Bernardino,County,2217398.0,404.0,13197.0,10.0,422.0,2145.0,159108.0,324.0,14873.0,264.0,8718.0,3.0,229.0,3670.0,108408.0
2020-06-20,San Diego,County,3370418.0,361.0,13163.0,5.0,461.0,3501.0,242175.0,221.0,13375.0,134.0,10486.0,6.0,338.0,6755.0,129927.0
2020-06-20,San Francisco,County,892280.0,55.0,3424.0,0.0,56.0,1774.0,128352.0,68.0,4100.0,31.0,2999.0,0.0,47.0,2679.0,96899.0
2020-06-20,San Joaquin,County,782545.0,122.0,3235.0,3.0,99.0,1217.0,47124.0,151.0,3496.0,77.0,2046.0,0.0,48.0,1072.0,29366.0
2020-06-20,San Luis Obispo,County,278862.0,15.0,571.0,0.0,7.0,238.0,28442.0,14.0,525.0,13.0,405.0,0.0,1.0,702.0,18538.0
2020-06-20,San Mateo,County,778001.0,29.0,3027.0,1.0,128.0,695.0,79169.0,38.0,4684.0,42.0,2755.0,0.0,81.0,1445.0,50884.0
2020-06-20,Santa Barbara,County,456373.0,73.0,3158.0,1.0,64.0,769.0,42144.0,61.0,2997.0,74.0,2358.0,0.0,21.0,1116.0,29121.0
2020-06-20,Santa Clara,County,1967585.0,75.0,4429.0,0.0,221.0,2437.0,167333.0,64.0,5747.0,59.0,3435.0,0.0,154.0,4322.0,118718.0
2020-06-20,Santa Cruz,County,273999.0,10.0,372.0,0.0,3.0,299.0,18305.0,8.0,343.0,4.0,287.0,0.0,3.0,302.0,10460.0
2020-06-20,Shasta,County,177925.0,4.0,140.0,0.0,12.0,28.0,11821.0,3.0,154.0,8.0,66.0,0.0,5.0,262.0,7379.0
2020-06-20,Sierra,County,3115.0,0.0,2.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,211.0
2020-06-20,Siskiyou,County,43956.0,0.0,28.0,0.0,0.0,10.0,3870.0,0.0,43.0,1.0,22.0,0.0,0.0,43.0,2500.0
2020-06-20,Solano,County,444255.0,38.0,1297.0,0.0,38.0,419.0,34463.0,19.0,1190.0,29.0,784.0,0.0,21.0,1008.0,20716.0
2020-06-20,Sonoma,County,496668.0,28.0,1091.0,1.0,8.0,593.0,51560.0,23.0,1149.0,3.0,806.0,0.0,4.0,926.0,38883.0
2020-06-20,Stanislaus,County,562303.0,111.0,2610.0,0.0,81.0,527.0,32373.0,80.0,2675.0,49.0,1598.0,0.0,35.0,753.0,21614.0
2020-06-20,Sutter,County,105747.0,1.0,134.0,0.0,3.0,47.0,5462.0,1.0,129.0,0.0,89.0,0.0,2.0,133.0,3809.0
2020-06-20,Tehama,County,65885.0,1.0,63.0,0.0,1.0,13.0,4699.0,1.0,67.0,0.0,35.0,0.0,1.0,101.0,3187.0
2020-06-20,Trinity,County,13354.0,0.0,2.0,0.0,0.0,4.0,864.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,692.0
2020-06-20,Tulare,County,484423.0,72.0,4230.0,2.0,159.0,320.0,40222.0,54.0,5035.0,119.0,3172.0,4.0,111.0,897.0,23087.0
2020-06-20,Tuolumne,County,52351.0,1.0,11.0,0.0,0.0,48.0,3640.0,3.0,24.0,0.0,8.0,0.0,0.0,134.0,2253.0
2020-06-20,Unknown,County,,0.0,0.0,0.0,0.0,,,,,0.0,3.0,0.0,0.0,708.0,9476.0
2020-06-20,Ventura,County,852747.0,84.0,2833.0,0.0,72.0,716.0,65616.0,54.0,3019.0,81.0,1946.0,0.0,37.0,2300.0,46505.0
2020-06-20,Yolo,County,223612.0,19.0,472.0,1.0,28.0,223.0,14620.0,30.0,636.0,6.0,309.0,0.0,24.0,304.0,8761.0
2020-06-20,Yuba,County,79290.0,1.0,43.0,0.0,1.0,44.0,4055.0,2.0,40.0,1.0,34.0,0.0,1.0,102.0,2757.0
2020-06-19,Alameda,County,1685886.0,130.0,5637.0,2.0,184.0,3968.0,127074.0,156.0,6225.0,57.0,4646.0,1.0,119.0,3302.0,82050.0
2020-06-19,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,197.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,138.0
2020-06-19,Amador,County,38531.0,1.0,15.0,0.0,0.0,55.0,2414.0,0.0,16.0,0.0,12.0,0.0,0.0,58.0,1295.0
2020-06-19,Butte,County,217769.0,5.0,141.0,0.0,2.0,333.0,10244.0,7.0,122.0,3.0,91.0,0.0,1.0,317.0,6842.0
2020-06-19,Calaveras,County,44289.0,0.0,39.0,0.0,0.0,79.0,2683.0,4.0,39.0,0.0,20.0,0.0,0.0,73.0,1591.0
2020-06-19,California,State,40129160.0,6557.0,218275.0,148.0,8338.0,100828.0,3697858.0,8084.0,249272.0,3893.0,169309.0,68.0,5318.0,78710.0,2454048.0
2020-06-19,Colusa,County,22593.0,4.0,24.0,0.0,0.0,20.0,799.0,1.0,9.0,0.0,7.0,0.0,0.0,27.0,514.0
2020-06-19,Contra Costa,County,1160099.0,105.0,2697.0,3.0,95.0,2471.0,74552.0,112.0,2681.0,34.0,2106.0,1.0,54.0,1779.0,42756.0
2020-06-19,Del Norte,County,27558.0,0.0,47.0,0.0,0.0,25.0,2447.0,0.0,68.0,0.0,46.0,0.0,0.0,67.0,2135.0
2020-06-19,El Dorado,County,193098.0,4.0,180.0,0.0,0.0,325.0,12448.0,6.0,184.0,3.0,124.0,0.0,0.0,230.0,8893.0
2020-06-19,Fresno,County,1032227.0,265.0,5999.0,3.0,172.0,2097.0,53510.0,285.0,4879.0,162.0,3109.0,4.0,61.0,1455.0,33583.0
2020-06-19,Glenn,County,29348.0,9.0,94.0,0.0,0.0,44.0,1019.0,7.0,54.0,5.0,40.0,0.0,0.0,23.0,746.0
2020-06-19,Humboldt,County,134098.0,1.0,146.0,0.0,4.0,231.0,10762.0,2.0,142.0,0.0,106.0,0.0,3.0,174.0,9108.0
2020-06-19,Imperial,County,191649.0,146.0,6717.0,6.0,214.0,1019.0,29826.0,150.0,6507.0,138.0,4504.0,0.0,36.0,852.0,24617.0
2020-06-19,Inyo,County,18453.0,1.0,27.0,0.0,1.0,26.0,1170.0,1.0,29.0,1.0,26.0,0.0,1.0,28.0,771.0
2020-06-19,Kern,County,927251.0,218.0,5527.0,3.0,119.0,2174.0,62775.0,257.0,5125.0,108.0,3742.0,0.0,57.0,1848.0,44588.0
2020-06-19,Kings,County,156444.0,54.0,2267.0,9.0,38.0,571.0,21358.0,119.0,2531.0,144.0,1285.0,1.0,9.0,909.0,12415.0
2020-06-19,Lake,County,64871.0,1.0,45.0,0.0,0.0,89.0,4420.0,1.0,39.0,0.0,36.0,0.0,0.0,117.0,3537.0
2020-06-19,Lassen,County,30065.0,1.0,18.0,0.0,0.0,73.0,2561.0,1.0,52.0,2.0,7.0,0.0,0.0,70.0,2075.0
2020-06-19,Los Angeles,County,10257557.0,1937.0,91528.0,46.0,4144.0,30516.0,1439146.0,2657.0,113365.0,1328.0,79572.0,38.0,3047.0,27162.0,985346.0
2020-06-19,Madera,County,160089.0,36.0,588.0,3.0,12.0,407.0,8331.0,29.0,382.0,12.0,300.0,0.0,4.0,262.0,4470.0
2020-06-19,Marin,County,260800.0,61.0,1511.0,1.0,27.0,948.0,30595.0,87.0,1550.0,10.0,829.0,0.0,17.0,889.0,17329.0
2020-06-19,Mariposa,County,17795.0,2.0,21.0,0.0,1.0,44.0,1895.0,0.0,17.0,0.0,18.0,0.0,1.0,43.0,1189.0
2020-06-19,Mendocino,County,88439.0,4.0,67.0,0.0,1.0,263.0,7270.0,2.0,93.0,3.0,48.0,0.0,0.0,184.0,3915.0
2020-06-19,Merced,County,287420.0,51.0,977.0,1.0,17.0,449.0,14428.0,45.0,887.0,43.0,529.0,1.0,8.0,301.0,9138.0
2020-06-19,Modoc,County,9475.0,0.0,1.0,0.0,0.0,12.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,342.0
2020-06-19,Mono,County,13961.0,0.0,44.0,0.0,1.0,18.0,1283.0,0.0,52.0,0.0,34.0,0.0,1.0,92.0,1124.0
2020-06-19,Monterey,County,448732.0,67.0,1573.0,0.0,18.0,871.0,27621.0,83.0,1596.0,32.0,1159.0,0.0,12.0,667.0,16765.0
2020-06-19,Napa,County,139652.0,15.0,302.0,0.0,5.0,475.0,18766.0,14.0,305.0,4.0,209.0,0.0,3.0,427.0,17413.0
2020-06-19,Nevada,County,98710.0,4.0,108.0,0.0,1.0,262.0,7276.0,5.0,68.0,3.0,71.0,0.0,1.0,177.0,3864.0
2020-06-19,Orange,County,3228519.0,656.0,15326.0,23.0,769.0,6609.0,215713.0,777.0,16772.0,375.0,9972.0,5.0,260.0,5062.0,141340.0
2020-06-19,Out of state,County,,,,,,,,,,,,,,335.0,10689.0
2020-06-19,Placer,County,400434.0,19.0,606.0,0.0,11.0,750.0,24149.0,22.0,688.0,7.0,464.0,0.0,9.0,587.0,14637.0
2020-06-19,Plumas,County,18997.0,0.0,6.0,0.0,0.0,16.0,1282.0,0.0,6.0,0.0,5.0,0.0,0.0,41.0,602.0
2020-06-19,Riverside,County,2468145.0,613.0,17128.0,9.0,573.0,6006.0,212530.0,813.0,18568.0,300.0,12710.0,6.0,398.0,4373.0,129591.0
2020-06-19,Sacramento,County,1567975.0,117.0,2624.0,1.0,86.0,3075.0,92248.0,146.0,2893.0,38.0,1976.0,1.0,64.0,2094.0,59314.0
2020-06-19,San Benito,County,64022.0,6.0,216.0,0.0,3.0,98.0,5019.0,6.0,243.0,2.0,136.0,0.0,2.0,102.0,4931.0
2020-06-19,San Bernardino,County,2217398.0,634.0,12793.0,11.0,412.0,5973.0,156963.0,773.0,14549.0,313.0,8454.0,0.0,226.0,3721.0,104738.0
2020-06-19,San Diego,County,3370418.0,422.0,12802.0,8.0,456.0,6644.0,238674.0,370.0,13154.0,258.0,10352.0,1.0,332.0,2160.0,123172.0
2020-06-19,San Francisco,County,892280.0,50.0,3369.0,1.0,56.0,3784.0,126578.0,73.0,4032.0,17.0,2968.0,0.0,47.0,3050.0,94220.0
2020-06-19,San Joaquin,County,782545.0,152.0,3113.0,5.0,96.0,1851.0,45907.0,214.0,3345.0,61.0,1969.0,1.0,48.0,1101.0,28294.0
2020-06-19,San Luis Obispo,County,278862.0,19.0,556.0,0.0,7.0,651.0,28204.0,18.0,511.0,14.0,392.0,0.0,1.0,598.0,17836.0
2020-06-19,San Mateo,County,778001.0,45.0,2998.0,0.0,127.0,2156.0,78474.0,70.0,4646.0,39.0,2713.0,3.0,81.0,1466.0,49439.0
2020-06-19,Santa Barbara,County,456373.0,74.0,3085.0,1.0,63.0,1244.0,41375.0,93.0,2936.0,83.0,2284.0,2.0,21.0,1048.0,28005.0
2020-06-19,Santa Clara,County,1967585.0,99.0,4354.0,2.0,221.0,5510.0,164896.0,120.0,5683.0,38.0,3376.0,2.0,154.0,4264.0,114396.0
2020-06-19,Santa Cruz,County,273999.0,17.0,362.0,0.0,3.0,514.0,18006.0,15.0,335.0,8.0,283.0,0.0,3.0,325.0,10158.0
2020-06-19,Shasta,County,177925.0,11.0,136.0,3.0,12.0,414.0,11793.0,1.0,151.0,7.0,58.0,1.0,5.0,284.0,7117.0
2020-06-19,Sierra,County,3115.0,0.0,2.0,0.0,0.0,5.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,203.0
2020-06-19,Siskiyou,County,43956.0,0.0,28.0,0.0,0.0,91.0,3860.0,1.0,43.0,3.0,21.0,0.0,0.0,50.0,2457.0
2020-06-19,Solano,County,444255.0,38.0,1259.0,1.0,38.0,1059.0,34044.0,33.0,1171.0,20.0,755.0,0.0,21.0,1031.0,19708.0
2020-06-19,Sonoma,County,496668.0,41.0,1063.0,0.0,7.0,1321.0,50967.0,40.0,1126.0,14.0,803.0,0.0,4.0,1004.0,37957.0
2020-06-19,Stanislaus,County,562303.0,133.0,2499.0,2.0,81.0,1074.0,31846.0,134.0,2595.0,54.0,1549.0,0.0,35.0,830.0,20861.0
2020-06-19,Sutter,County,105747.0,4.0,133.0,0.0,3.0,113.0,5415.0,2.0,128.0,4.0,89.0,0.0,2.0,142.0,3676.0
2020-06-19,Tehama,County,65885.0,5.0,62.0,0.0,1.0,164.0,4686.0,5.0,66.0,4.0,35.0,0.0,1.0,107.0,3086.0
2020-06-19,Trinity,County,13354.0,0.0,2.0,0.0,0.0,8.0,860.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,678.0
2020-06-19,Tulare,County,484423.0,120.0,4158.0,1.0,157.0,962.0,39902.0,137.0,4981.0,48.0,3053.0,0.0,107.0,910.0,22190.0
2020-06-19,Tuolumne,County,52351.0,0.0,10.0,0.0,0.0,96.0,3592.0,0.0,21.0,0.0,8.0,0.0,0.0,139.0,2119.0
2020-06-19,Unknown,County,,0.0,0.0,0.0,0.0,,,,,0.0,3.0,0.0,0.0,408.0,8768.0
2020-06-19,Ventura,County,852747.0,126.0,2749.0,2.0,72.0,2131.0,64900.0,151.0,2965.0,84.0,1865.0,0.0,37.0,1543.0,44205.0
2020-06-19,Yolo,County,223612.0,33.0,453.0,1.0,27.0,538.0,14397.0,37.0,606.0,9.0,303.0,0.0,24.0,253.0,8457.0
2020-06-19,Yuba,County,79290.0,1.0,42.0,0.0,1.0,106.0,4011.0,2.0,38.0,1.0,33.0,0.0,1.0,106.0,2655.0
2020-06-18,Alameda,County,1685886.0,122.0,5507.0,1.0,182.0,3764.0,123106.0,170.0,6069.0,104.0,4589.0,1.0,118.0,3458.0,78748.0
2020-06-18,Alpine,County,1117.0,0.0,1.0,0.0,0.0,30.0,197.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,135.0
2020-06-18,Amador,County,38531.0,1.0,14.0,0.0,0.0,189.0,2359.0,1.0,16.0,2.0,12.0,0.0,0.0,71.0,1237.0
2020-06-18,Butte,County,217769.0,9.0,136.0,0.0,2.0,382.0,9911.0,9.0,115.0,7.0,88.0,0.0,1.0,353.0,6525.0
2020-06-18,Calaveras,County,44289.0,0.0,39.0,0.0,0.0,55.0,2604.0,2.0,35.0,0.0,20.0,0.0,0.0,74.0,1518.0
2020-06-18,California,State,40129160.0,6441.0,211718.0,123.0,8190.0,100658.0,3597030.0,8057.0,241188.0,4317.0,165416.0,108.0,5250.0,81172.0,2375338.0
2020-06-18,Colusa,County,22593.0,1.0,20.0,0.0,0.0,20.0,779.0,1.0,8.0,0.0,7.0,0.0,0.0,26.0,487.0
2020-06-18,Contra Costa,County,1160099.0,98.0,2592.0,6.0,92.0,2597.0,72081.0,102.0,2569.0,52.0,2072.0,8.0,53.0,1826.0,40977.0
2020-06-18,Del Norte,County,27558.0,0.0,47.0,0.0,0.0,36.0,2422.0,1.0,68.0,1.0,46.0,0.0,0.0,82.0,2068.0
2020-06-18,El Dorado,County,193098.0,7.0,176.0,0.0,0.0,595.0,12123.0,10.0,178.0,5.0,121.0,0.0,0.0,241.0,8663.0
2020-06-18,Fresno,County,1032227.0,224.0,5734.0,3.0,169.0,1996.0,51413.0,242.0,4594.0,146.0,2947.0,1.0,57.0,1212.0,32128.0
2020-06-18,Glenn,County,29348.0,7.0,85.0,0.0,0.0,23.0,975.0,4.0,47.0,4.0,35.0,0.0,0.0,21.0,723.0
2020-06-18,Humboldt,County,134098.0,2.0,145.0,0.0,4.0,318.0,10531.0,0.0,140.0,1.0,106.0,0.0,3.0,168.0,8934.0
2020-06-18,Imperial,County,191649.0,169.0,6571.0,4.0,208.0,818.0,28807.0,206.0,6357.0,258.0,4366.0,0.0,36.0,722.0,23765.0
2020-06-18,Inyo,County,18453.0,1.0,26.0,0.0,1.0,32.0,1144.0,1.0,28.0,0.0,25.0,0.0,1.0,25.0,743.0
2020-06-18,Kern,County,927251.0,199.0,5309.0,4.0,116.0,2021.0,60601.0,224.0,4868.0,87.0,3634.0,1.0,57.0,1522.0,42740.0
2020-06-18,Kings,County,156444.0,30.0,2213.0,0.0,29.0,821.0,20787.0,60.0,2412.0,44.0,1141.0,1.0,8.0,832.0,11506.0
2020-06-18,Lake,County,64871.0,1.0,44.0,0.0,0.0,159.0,4331.0,0.0,38.0,4.0,36.0,0.0,0.0,124.0,3420.0
2020-06-18,Lassen,County,30065.0,3.0,17.0,0.0,0.0,77.0,2488.0,5.0,51.0,0.0,5.0,0.0,0.0,85.0,2005.0
2020-06-18,Los Angeles,County,10257557.0,1998.0,89591.0,52.0,4098.0,29782.0,1408630.0,2799.0,110708.0,1078.0,78244.0,36.0,3009.0,30883.0,958184.0
2020-06-18,Madera,County,160089.0,22.0,552.0,0.0,9.0,370.0,7924.0,11.0,353.0,30.0,288.0,0.0,4.0,222.0,4208.0
2020-06-18,Marin,County,260800.0,192.0,1450.0,1.0,26.0,1281.0,29647.0,192.0,1463.0,48.0,819.0,0.0,17.0,767.0,16440.0
2020-06-18,Mariposa,County,17795.0,1.0,19.0,0.0,1.0,28.0,1851.0,0.0,17.0,0.0,18.0,0.0,1.0,32.0,1146.0
2020-06-18,Mendocino,County,88439.0,2.0,63.0,0.0,1.0,211.0,7007.0,4.0,91.0,3.0,45.0,0.0,0.0,155.0,3731.0
2020-06-18,Merced,County,287420.0,71.0,926.0,1.0,16.0,425.0,13979.0,48.0,842.0,26.0,486.0,0.0,7.0,288.0,8837.0
2020-06-18,Modoc,County,9475.0,0.0,1.0,0.0,0.0,11.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,323.0
2020-06-18,Mono,County,13961.0,0.0,44.0,0.0,1.0,27.0,1265.0,0.0,52.0,0.0,34.0,0.0,1.0,96.0,1032.0
2020-06-18,Monterey,County,448732.0,52.0,1506.0,0.0,18.0,917.0,26750.0,63.0,1513.0,50.0,1127.0,0.0,12.0,643.0,16098.0
2020-06-18,Napa,County,139652.0,15.0,287.0,0.0,5.0,504.0,18291.0,13.0,291.0,3.0,205.0,0.0,3.0,464.0,16986.0
2020-06-18,Nevada,County,98710.0,4.0,104.0,0.0,1.0,283.0,7014.0,5.0,63.0,11.0,68.0,0.0,1.0,170.0,3687.0
2020-06-18,Orange,County,3228519.0,603.0,14670.0,11.0,746.0,6583.0,209104.0,781.0,15995.0,319.0,9597.0,25.0,255.0,4817.0,136278.0
2020-06-18,Out of state,County,,,,,,,,,,,,,,299.0,10354.0
2020-06-18,Placer,County,400434.0,22.0,587.0,0.0,11.0,813.0,23399.0,31.0,666.0,30.0,457.0,0.0,9.0,574.0,14050.0
2020-06-18,Plumas,County,18997.0,0.0,6.0,0.0,0.0,23.0,1266.0,0.0,6.0,0.0,5.0,0.0,0.0,33.0,561.0
2020-06-18,Riverside,County,2468145.0,635.0,16515.0,11.0,564.0,6324.0,206524.0,758.0,17755.0,551.0,12410.0,22.0,392.0,4300.0,125218.0
2020-06-18,Sacramento,County,1567975.0,110.0,2507.0,0.0,85.0,2658.0,89173.0,138.0,2747.0,49.0,1938.0,0.0,63.0,2483.0,57220.0
2020-06-18,San Benito,County,64022.0,5.0,210.0,0.0,3.0,135.0,4921.0,14.0,237.0,18.0,134.0,0.0,2.0,96.0,4829.0
2020-06-18,San Bernardino,County,2217398.0,552.0,12159.0,9.0,401.0,5693.0,150990.0,663.0,13776.0,471.0,8141.0,1.0,226.0,3826.0,101017.0
2020-06-18,San Diego,County,3370418.0,380.0,12380.0,5.0,448.0,6371.0,232030.0,340.0,12784.0,238.0,10094.0,4.0,331.0,2733.0,121012.0
2020-06-18,San Francisco,County,892280.0,39.0,3319.0,1.0,55.0,4478.0,122794.0,63.0,3959.0,45.0,2951.0,1.0,47.0,2873.0,91170.0
2020-06-18,San Joaquin,County,782545.0,171.0,2961.0,4.0,91.0,1614.0,44056.0,226.0,3131.0,83.0,1908.0,1.0,47.0,1195.0,27193.0
2020-06-18,San Luis Obispo,County,278862.0,16.0,537.0,0.0,7.0,731.0,27553.0,15.0,493.0,16.0,378.0,0.0,1.0,488.0,17238.0
2020-06-18,San Mateo,County,778001.0,57.0,2953.0,0.0,127.0,1935.0,76318.0,94.0,4576.0,25.0,2674.0,0.0,78.0,1505.0,47973.0
2020-06-18,Santa Barbara,County,456373.0,73.0,3011.0,1.0,62.0,1175.0,40131.0,96.0,2843.0,54.0,2201.0,0.0,19.0,708.0,26957.0
2020-06-18,Santa Clara,County,1967585.0,90.0,4255.0,5.0,219.0,6257.0,159386.0,112.0,5563.0,74.0,3338.0,4.0,152.0,3541.0,110132.0
2020-06-18,Santa Cruz,County,273999.0,6.0,345.0,0.0,3.0,489.0,17492.0,9.0,320.0,10.0,275.0,1.0,3.0,333.0,9833.0
2020-06-18,Shasta,County,177925.0,2.0,125.0,1.0,9.0,495.0,11379.0,3.0,150.0,0.0,51.0,0.0,4.0,285.0,6833.0
2020-06-18,Sierra,County,3115.0,0.0,2.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,194.0
2020-06-18,Siskiyou,County,43956.0,1.0,28.0,0.0,0.0,102.0,3769.0,4.0,42.0,2.0,18.0,0.0,0.0,71.0,2407.0
2020-06-18,Solano,County,444255.0,50.0,1221.0,1.0,37.0,1028.0,32985.0,61.0,1138.0,13.0,735.0,0.0,21.0,1056.0,18677.0
2020-06-18,Sonoma,County,496668.0,25.0,1022.0,0.0,7.0,1254.0,49646.0,22.0,1086.0,41.0,789.0,0.0,4.0,1044.0,36953.0
2020-06-18,Stanislaus,County,562303.0,122.0,2366.0,1.0,79.0,1055.0,30772.0,159.0,2461.0,108.0,1495.0,0.0,35.0,847.0,20031.0
2020-06-18,Sutter,County,105747.0,6.0,129.0,0.0,3.0,142.0,5302.0,6.0,126.0,6.0,85.0,0.0,2.0,138.0,3534.0
2020-06-18,Tehama,County,65885.0,15.0,57.0,0.0,1.0,124.0,4522.0,13.0,61.0,7.0,31.0,0.0,1.0,105.0,2979.0
2020-06-18,Trinity,County,13354.0,0.0,2.0,0.0,0.0,23.0,852.0,0.0,2.0,0.0,2.0,0.0,0.0,26.0,666.0
2020-06-18,Tulare,County,484423.0,109.0,4038.0,1.0,156.0,948.0,38940.0,130.0,4844.0,123.0,3005.0,1.0,107.0,946.0,21280.0
2020-06-18,Tuolumne,County,52351.0,1.0,10.0,0.0,0.0,147.0,3496.0,3.0,21.0,1.0,8.0,0.0,0.0,126.0,1980.0
2020-06-18,Unknown,County,,0.0,0.0,0.0,0.0,,,,,-2.0,3.0,0.0,0.0,317.0,8360.0
2020-06-18,Ventura,County,852747.0,99.0,2623.0,0.0,70.0,1744.0,62769.0,107.0,2814.0,52.0,1781.0,0.0,37.0,1453.0,42662.0
2020-06-18,Yolo,County,223612.0,20.0,420.0,0.0,26.0,428.0,13859.0,35.0,569.0,17.0,294.0,0.0,24.0,248.0,8204.0
2020-06-18,Yuba,County,79290.0,1.0,41.0,0.0,1.0,117.0,3905.0,1.0,36.0,2.0,32.0,0.0,1.0,112.0,2549.0
2020-06-17,Alameda,County,1685886.0,118.0,5385.0,2.0,181.0,4426.0,119342.0,180.0,5899.0,57.0,4485.0,4.0,117.0,2419.0,75290.0
2020-06-17,Alpine,County,1117.0,0.0,1.0,0.0,0.0,2.0,167.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,132.0
2020-06-17,Amador,County,38531.0,0.0,13.0,0.0,0.0,35.0,2170.0,1.0,15.0,0.0,10.0,0.0,0.0,60.0,1166.0
2020-06-17,Butte,County,217769.0,4.0,127.0,0.0,2.0,253.0,9529.0,10.0,106.0,2.0,81.0,0.0,1.0,414.0,6172.0
2020-06-17,Calaveras,County,44289.0,3.0,39.0,0.0,0.0,71.0,2549.0,3.0,33.0,1.0,20.0,0.0,0.0,61.0,1444.0
2020-06-17,California,State,40129160.0,6433.0,205277.0,133.0,8067.0,99072.0,3496372.0,7784.0,233131.0,4084.0,161099.0,78.0,5142.0,76542.0,2294166.0
2020-06-17,Colusa,County,22593.0,3.0,19.0,0.0,0.0,15.0,759.0,1.0,7.0,0.0,7.0,0.0,0.0,23.0,461.0
2020-06-17,Contra Costa,County,1160099.0,90.0,2494.0,5.0,86.0,2665.0,69484.0,117.0,2467.0,49.0,2020.0,0.0,45.0,1273.0,39151.0
2020-06-17,Del Norte,County,27558.0,0.0,47.0,0.0,0.0,45.0,2386.0,0.0,67.0,0.0,45.0,0.0,0.0,74.0,1986.0
2020-06-17,El Dorado,County,193098.0,6.0,169.0,0.0,0.0,225.0,11528.0,5.0,168.0,1.0,116.0,0.0,0.0,152.0,8422.0
2020-06-17,Fresno,County,1032227.0,240.0,5510.0,4.0,166.0,1870.0,49417.0,214.0,4352.0,70.0,2801.0,6.0,56.0,1075.0,30916.0
2020-06-17,Glenn,County,29348.0,4.0,78.0,0.0,0.0,14.0,952.0,3.0,43.0,1.0,31.0,0.0,0.0,19.0,702.0
2020-06-17,Humboldt,County,134098.0,4.0,143.0,0.0,4.0,231.0,10213.0,0.0,140.0,0.0,105.0,0.0,3.0,136.0,8766.0
2020-06-17,Imperial,County,191649.0,153.0,6402.0,4.0,204.0,878.0,27989.0,210.0,6151.0,169.0,4108.0,0.0,36.0,894.0,23043.0
2020-06-17,Inyo,County,18453.0,0.0,25.0,0.0,1.0,30.0,1112.0,0.0,27.0,1.0,25.0,0.0,1.0,29.0,718.0
